Ticker,Market Cap,PE Ratio,Forward P/E,P/S Ratio,P/B Ratio,Dividend Yield (%),Current Ratio,Debt/Equity,Revenue Growth 4Y (%),EPS Growth 4Y (%),Forward EPS Growth (%),EPS,PEG Ratio,ROE (%),ROA (%),ROIC (%),Profit Margin (%),Gross Margin (%),Free Cash Flow Yield (%),EV/EBITDA,Recent 52-Week High,Sector
DNG.TO,192758352.0,9.464286,7.794118,0.7297372,2.0510836,2.6400002,4.661,0.00619,25.28967254,37.22017867,3.0,0.56,N/A,16.931,14.09187153,16.82351904,5.8319997,12.818,8.593776583,5.554,False,Basic Materials
PTM.TO,185488800.0,N/A,-45.25,N/A,7.4485593,N/A,21.11,0.00776,N/A,14.06112952,N/A,-0.08,N/A,-11.999,-11.48960916,-21.6167452,N/A,N/A,-3.362848036,-24.084,False,Basic Materials
STGO.TO,182738720.0,N/A,7.3,3.4685152,2.1037464,N/A,1.567,2.24672,N/A,N/A,N/A,-0.13,N/A,-11.2959996,-8.698549759,-11.44069411,-6.983,52.611,-26.83745345,7.025,False,Basic Materials
ASCU.TO,180627152.0,N/A,-11.785714,N/A,2.176781,N/A,1.12,0.07214,N/A,8.370333794,N/A,-0.1,N/A,-7.634,-6.466236704,-7.723524485,N/A,N/A,-20.93176283,-29.062,False,Basic Materials
ERD.TO,181288640.0,N/A,N/A,N/A,3.1901839,N/A,8.637,0.0001,N/A,N/A,N/A,-0.02,N/A,-13.14,-0.631283174,-0.592275547,N/A,N/A,-8.829911158,-28.502,True,Basic Materials
FDY.TO,164268800.0,N/A,-7.2727275,N/A,3.524229,N/A,14.634,N/A,N/A,-86.12097182,N/A,-0.1,N/A,-43.02,-41.24437242,-50.30092957,N/A,N/A,-13.7192251,-7.061,False,Basic Materials
ITH.TO,151766672.0,N/A,-38.0,N/A,2.6297576,N/A,14.737,N/A,N/A,0.0,N/A,-0.03,N/A,-5.855,-5.838378856,-5.879588115,N/A,N/A,N/A,N/A,False,Basic Materials
SMT.TO,151848000.0,N/A,4.8,0.6373232,1.8227848,N/A,0.979,0.83362,-1.804628406,N/A,95.9,-0.08,N/A,-6.453,-5.444916651,-11.24787332,-7.4499995,38.442,-0.140898462,5.314,False,Basic Materials
TRX.TO,150969424.0,N/A,6.0,4.111032,2.7835052,N/A,0.769,N/A,N/A,-33.1259695,N/A,N/A,N/A,4.198,-1.271586712,-2.088258654,-3.061,47.017,N/A,N/A,False,Basic Materials
BOS.TO,149218304.0,N/A,45.833336,0.37896904,1.1240548,2.55,2.166,0.92362,-3.999067795,N/A,N/A,-2.76,-28.74,-33.870998,-14.71907741,-19.8878811,-13.99,10.5459996,4.934289295,-9.84,False,Basic Materials
WEF.TO,148870608.0,N/A,-11.75,0.14499913,0.2590959,N/A,2.975,0.18431,1.335829743,N/A,N/A,-0.14,-0.3,-7.64,-4.610700304,-6.281016221,-4.1300002,6.165,-26.14449566,-12.633,False,Basic Materials
LGO.TO,138479760.0,N/A,16.615385,0.8714954,0.69386446,N/A,2.126,0.41036,13.43763798,N/A,N/A,-1.08,0.1,-21.587,-13.85318727,-16.69682485,-31.836998,-5.612,-21.08895421,-10.34,False,Basic Materials
LGD.TO,135190032.0,N/A,-35.5,N/A,4.329268,N/A,4.915,0.00119,N/A,N/A,N/A,-0.07,N/A,-52.123,-43.031061,-58.60407867,N/A,N/A,-10.06129927,-8.25,True,Basic Materials
FF.TO,130053464.0,N/A,-13.500001,N/A,0.6026786,N/A,1.161,0.00135,N/A,33.1259695,N/A,-0.04,N/A,-16.12,-12.99876741,-15.92214048,N/A,N/A,-18.94350221,-4.718,False,Basic Materials
DC-A.TO,126866064.0,4.1764703,N/A,19.711943,0.43705752,N/A,7.218,0.06491,-21.6341191,11.15053006,3211.7,0.34,N/A,9.198,8.751058882,9.405025586,478.32503,80.36,N/A,-15.534,False,Basic Materials
MNO.TO,126181016.0,N/A,-42.0,N/A,5.8333335,N/A,5.67,N/A,N/A,13.66599786,N/A,-0.07,N/A,-64.731,-57.09900025,-83.57161603,N/A,N/A,-11.43674571,-8.249,False,Basic Materials
GEO.TO,125925744.0,33.375,8.9,0.9245847,1.0714285,N/A,2.591,0.08354,12.17887926,-17.17522469,150.0,0.08,0.08,2.2669999,1.775537136,2.405047541,2.024,22.629,-4.303657859,5.893,False,Basic Materials
STLR.TO,124070408.0,N/A,-6.0,N/A,1.1472275,N/A,4.794,N/A,N/A,-15.01633169,N/A,-0.31,N/A,-24.629,-22.15327293,-25.30601301,N/A,N/A,-25.24195474,-3.526,False,Basic Materials
FSY.TO,115149704.0,N/A,-19.666666,N/A,5.2678566,N/A,11.349,N/A,N/A,-59.80518115,N/A,-0.03,N/A,-29.72,-28.51375027,-30.74039543,N/A,N/A,N/A,N/A,False,Basic Materials
GDL.TO,119446776.0,8.892405,N/A,0.2341001,0.6106572,7.12,2.518,0.24224,3.086752288,1.66597798,-19.0,1.58,N/A,7.037,4.637566863,6.189768461,2.651,22.602,8.476352655,6.743,False,Basic Materials
SBI.TO,135564928.0,9.421053,179.0,1.787312,1.4423851,N/A,2.094,0.06497,3.354770637,-7.62363529,58.9,0.19,N/A,11.679,9.565557829,11.53777314,14.262,36.676,-0.390333806,7.875,True,Basic Materials
VGZ.TO,117397440.0,6.8571424,-9.599999,N/A,5.8181815,N/A,25.603,N/A,N/A,N/A,N/A,0.14,N/A,81.799006,77.3110946,128.179579,N/A,N/A,-5.916276811,-14.705,True,Basic Materials
AOT.TO,113025440.0,N/A,1.1428571,46.724033,0.2631579,N/A,0.281,0.15608,N/A,9.639799639,N/A,-0.01,N/A,-0.826,-0.44413622,-0.775948171,-125.09301,22.447,-123.4430217,-15.909,False,Basic Materials
TMQ.TO,105964976.0,N/A,-6.6000004,N/A,0.783848,N/A,30.417,N/A,N/A,N/A,N/A,-0.11,N/A,-8.934,-8.895692356,-9.066568487,N/A,N/A,N/A,-14.566,False,Basic Materials
TLG.TO,105524736.0,N/A,2.0555556,N/A,4.74359,N/A,3.721,0.02338,N/A,39.90361415,N/A,-0.17,N/A,-126.252,-105.5722226,-183.0028983,N/A,N/A,-32.92702688,-3.108,False,Basic Materials
USA.TO,101530656.0,N/A,19.25,1.1675828,2.0052083,N/A,0.441,0.33811,33.873948,9.639799639,N/A,-0.22,N/A,-55.443,-20.42759415,-52.14883066,-45.626998,6.742,-9.244795846,-18.255,False,Basic Materials
NEXT.TO,99701760.0,N/A,-12.799999,N/A,1.7927171,N/A,3.793,0.22002,N/A,-49.53487812,N/A,-0.05,N/A,-14.202,-8.730408265,-10.20287866,N/A,N/A,-19.23636125,-16.688,False,Basic Materials
GFP.TO,95888880.0,N/A,18.000002,0.24821295,0.62140393,N/A,2.025,0.33149,N/A,-55.8237636,N/A,-0.26,N/A,-26.520002,-16.55927482,-21.97366831,-12.117,-4.535,-23.27146481,-5.404,False,Basic Materials
SLR.TO,91683648.0,N/A,-19.0,N/A,2.9595015,N/A,27.44,0.00268,N/A,-25.74334297,N/A,-0.07,N/A,-16.465999,-16.12780846,-15.41545373,N/A,N/A,N/A,-15.305,False,Basic Materials
FURY.TO,92388160.0,N/A,-6.1,N/A,0.5083333,N/A,4.097,0.00083,N/A,1.981179214,N/A,-0.11,N/A,-8.3529994,-8.003326429,-8.535795711,N/A,N/A,-18.23924689,-5.816,False,Basic Materials
XAM.TO,87163656.0,N/A,N/A,N/A,1.1842107,N/A,11.607,0.00259,N/A,27.27931131,N/A,N/A,N/A,-10.858,N/A,0.0,N/A,N/A,N/A,-17.281,False,Basic Materials
ARA.TO,84868584.0,N/A,N/A,N/A,0.618932,N/A,13.271,N/A,N/A,-94.7718182,N/A,-0.1,N/A,-7.0,-6.789481735,-7.994912195,N/A,N/A,-41.93609599,-6.603,False,Basic Materials
TLO.TO,84124712.0,N/A,N/A,N/A,0.35019457,N/A,2.807,0.00078,N/A,27.87564405,N/A,N/A,N/A,-0.9380001,-1.006231319,-1.401207353,N/A,N/A,-59.35036798,-31.099,False,Basic Materials
NANO.TO,83469000.0,N/A,-3.2608695,N/A,2.7173915,N/A,4.004,0.05055,N/A,-43.88178057,N/A,-0.32,N/A,-90.781,-77.5393788,-84.90287142,N/A,N/A,-53.21736519,-2.039,False,Basic Materials
ELO.TO,77885664.0,N/A,-10.777778,N/A,1.377841,N/A,1.715,0.00219,N/A,-21.78832856,N/A,-0.22,N/A,-30.019,-29.34513442,-28.56218693,N/A,N/A,-16.20631232,-8.799,False,Basic Materials
S.TO,77471352.0,N/A,-19.5,0.5116998,0.13256288,N/A,1.276,0.65783,16.84441976,N/A,N/A,-0.32,-0.02,-20.461,-9.488758518,-13.33811402,-85.997003,-18.494,-17.35061581,-7.493,False,Basic Materials
COG.TO,83821632.0,N/A,N/A,N/A,1.8303571,N/A,239.385,N/A,N/A,3.254644739,N/A,-0.02,N/A,-3.7219997,N/A,-1.400528664,N/A,N/A,-1.557780958,-48.959,False,Basic Materials
G.TO,77336816.0,N/A,N/A,N/A,2.7777777,N/A,0.024,1.04493,N/A,N/A,N/A,-0.08,N/A,-16.058001,-7.678322732,-8.482762605,N/A,N/A,-3.253114643,-19.761,False,Basic Materials
TSL.TO,67723320.0,51.8,11.260869,0.32116452,0.544919,4.63,5.391,0.21098,4.195100422,10.66819197,-61.2,0.05,N/A,1.0089999,0.737947999,0.843830557,0.60799997,11.395001,-0.14323847,10.555,False,Basic Materials
SAU.TO,65740996.0,N/A,N/A,N/A,0.59090906,N/A,0.117,N/A,N/A,N/A,N/A,N/A,N/A,-0.445,-0.400719176,-0.408138544,N/A,N/A,-1.905882373,N/A,False,Basic Materials
XTG.TO,66749012.0,N/A,N/A,N/A,5.8467746,N/A,6.59,N/A,N/A,N/A,-34.2,N/A,N/A,-0.57599996,-1.857605094,-2.231257703,N/A,N/A,3.949763854,29.203,True,Basic Materials
WM.TO,66056248.0,N/A,-6.5,N/A,0.22569445,N/A,5.739,7e-05,N/A,24.01643143,N/A,-0.01,N/A,-3.352,-3.019138997,-3.353887486,N/A,N/A,-66.87420342,-6.563,False,Basic Materials
CCM.TO,60201120.0,N/A,N/A,N/A,1.8956044,N/A,3.715,0.00575,N/A,7.884597198,N/A,-0.02,N/A,-9.679,-8.966751156,-9.421385323,N/A,N/A,-10.44626262,-35.148,True,Basic Materials
LN.TO,58753320.0,N/A,N/A,N/A,2.8787878,N/A,2.238,0.01298,N/A,-62.65765617,N/A,-0.19,N/A,-69.108003,-62.48759646,-81.18913812,N/A,N/A,-3.455333946,-21.232,False,Basic Materials
CFX.TO,57405568.0,N/A,-3.52,0.06958251,0.17470716,N/A,0.903,0.32106,-3.038256153,-44.19812205,N/A,-1.22,-2.87,-16.162,-11.3783996,-18.00417914,-6.982,14.691,-9.934809222,-12.079,False,Basic Materials
ORV.TO,58747896.0,N/A,N/A,0.64333314,1.080402,N/A,0.658,0.23097,-0.711520952,N/A,N/A,N/A,N/A,1.503,0.663673629,1.19655989,0.894,25.665,10.84805119,3.362,True,Basic Materials
GENM.TO,54397068.0,N/A,-23.0,N/A,N/A,N/A,3.4,N/A,N/A,-6.48443168,N/A,-0.08,N/A,N/A,-131.734259,52.11686906,N/A,N/A,-27.02708833,-3.197,False,Basic Materials
ATCU.TO,49739200.0,N/A,N/A,N/A,0.68209505,N/A,1.824,N/A,N/A,-5.608650433,N/A,-0.03,N/A,-1.976,-1.961206586,-1.955810739,N/A,N/A,-4.158101848,-36.821,False,Basic Materials
GMX.TO,49332624.0,22.0,N/A,10.3013315,1.4666666,N/A,128.908,N/A,-3.345647186,-36.77823999,N/A,0.04,N/A,8.101,-5.583235981,-5.837834963,54.592997,100.0,29.84875366,11.805,False,Basic Materials
CEMX.TO,47384188.0,15.75,7.875,0.86456454,1.4788733,N/A,3.458,0.13501,19.01405396,N/A,N/A,0.02,N/A,9.8979995,7.924298106,8.243497373,4.863,24.88,11.30701881,9.782,False,Basic Materials
MIN.TO,42581160.0,N/A,-4.5000005,21.881376,N/A,N/A,0.933,N/A,N/A,-5.737126344,N/A,-0.2,N/A,N/A,-41.59380884,316.4333716,N/A,-244.45,-20.27529936,-7.795,False,Basic Materials
RTG.TO,39502748.0,N/A,N/A,2075.269,7.0,N/A,2.575,0.16356,N/A,18.6993866,N/A,-0.01,N/A,-180.151,N/A,N/A,N/A,186.604,N/A,-7.688,True,Basic Materials
TSK.TO,36289580.0,N/A,2.375,N/A,10.555556,N/A,0.305,0.09819,N/A,22.78052098,N/A,-0.23,N/A,-176.333,-53.58946567,-203.9339903,N/A,N/A,-33.72648728,-2.009,False,Basic Materials
NPK.TO,34235304.0,N/A,32.5,1.2235197,0.9180791,N/A,0.673,1.10109,42.55975736,N/A,N/A,-0.13,N/A,-30.306,-15.11070327,-15.51476016,-48.258,57.325,9.530592153,-12.954,False,Basic Materials
VGCX.TO,32508384.0,2.0869565,0.28742516,0.080598965,0.05519779,N/A,2.146,0.40045,23.5800316,10.49038321,N/A,0.23,N/A,2.675,1.493158855,1.939158812,3.765,34.925,23.5299616,1.803,False,Basic Materials
ELR.TO,31362854.0,3.1,N/A,0.36146897,0.34292036,N/A,0.754,0.01019,17.48034199,N/A,-57.0,0.05,N/A,10.677,4.515004697,8.353533044,10.3760004,27.917,40.41264913,1.306,False,Basic Materials
MPVD.TO,30759282.0,0.6041667,0.4677419,0.10743311,0.08504398,N/A,4.038,0.90047,8.915021759,N/A,N/A,0.24,N/A,-21.806,N/A,5.096304519,-31.041,49.514,29.1086614,2.774,False,Basic Materials
TI.TO,30682576.0,N/A,2.4999998,0.5470045,N/A,13.33,0.514,N/A,12.39561477,10.68460182,N/A,-0.07,N/A,-2059.365,-11.54917792,-40.89777133,-11.565,26.087,11.85724026,6.392,False,Basic Materials
NVO.TO,28370400.0,N/A,N/A,N/A,0.3539823,N/A,1.934,0.00619,N/A,-57.4318518,N/A,-0.13,N/A,-35.918,-69.30405048,-107.5927522,N/A,N/A,-177.7333881,-0.74,False,Basic Materials
AVL.TO,28254250.0,N/A,-1.25,285.39645,0.21929824,N/A,1.663,0.05706,N/A,N/A,N/A,N/A,N/A,-0.039,N/A,1.868562042,-48.928002,100.0,N/A,-6.093,False,Basic Materials
WRX.TO,28569660.0,N/A,N/A,N/A,0.11764705,N/A,0.053,0.43798,N/A,N/A,N/A,N/A,N/A,-1.243,-0.833759266,-0.931905762,N/A,N/A,-31.82488139,-64.821,False,Basic Materials
FT.TO,27880050.0,N/A,N/A,231.59457,N/A,N/A,0.045,N/A,N/A,-20.35426652,N/A,-0.01,N/A,-23.075001,-13.38850228,-26.81445718,N/A,100.0,-6.491982338,-18.237,False,Basic Materials
DIAM.TO,24702960.0,N/A,N/A,N/A,3.076923,N/A,2.064,0.02049,N/A,0.0,N/A,-0.01,N/A,-93.183,-45.42047834,-89.30061217,N/A,N/A,-19.205104,-6.292,False,Basic Materials
SGNL.TO,21680524.0,N/A,-8.5,N/A,0.53125,N/A,0.253,0.64196,9.040782868,N/A,N/A,-0.06,N/A,-62.164,-36.71637328,-44.46433606,N/A,N/A,-43.46790069,-8.288,False,Basic Materials
GRC.TO,21226052.0,N/A,N/A,N/A,0.85227275,N/A,0.106,0.00117,N/A,33.1259695,N/A,-0.01,N/A,-2.848,-2.211487468,-2.298643998,N/A,N/A,-1.59168986,-36.354,False,Basic Materials
OGD.TO,20181312.0,N/A,27.000002,0.11135131,0.3349876,N/A,2.798,0.56652,9.891946586,43.76586748,N/A,-0.11,0.69,-2.161,-3.101746114,-4.302481847,-0.727,11.238,9.518200088,3.597,False,Basic Materials
ESM.TO,18717214.0,N/A,-0.015277778,N/A,N/A,N/A,0.037,N/A,N/A,42.26497308,N/A,-0.01,N/A,N/A,-602.3079968,108.917287,N/A,N/A,N/A,-7.911,False,Basic Materials
YRB.TO,20771460.0,N/A,N/A,344.29736,0.8333334,N/A,0.143,0.03855,-88.42086668,33.1259695,N/A,N/A,N/A,-9.358,-12.42235176,-13.05587947,N/A,-172.203,-9.516502781,-20.34,True,Basic Materials
ELEF.TO,18259956.0,N/A,N/A,N/A,0.8022691,N/A,0.127,0.11177,N/A,N/A,N/A,-0.27,N/A,-20.668,N/A,-6.59902148,N/A,N/A,-11.09386456,-5.915,False,Basic Materials
BSX.TO,18202200.0,N/A,N/A,N/A,0.81632656,N/A,4.52,N/A,N/A,-18.9207115,N/A,-0.02,N/A,-44.775,-41.32419082,-47.43449649,N/A,N/A,-132.6193171,-0.658,False,Basic Materials
NCF.TO,15173925.0,N/A,N/A,N/A,0.5813953,N/A,1.452,N/A,N/A,0.0,N/A,N/A,N/A,-7.639,-6.914422107,-8.186624039,N/A,N/A,N/A,N/A,True,Basic Materials
CFF.TO,15899402.0,N/A,-1.9499999,0.10849739,0.15556441,N/A,1.849,0.73112,2.334703207,-53.14071568,N/A,-0.69,-0.01,-23.853001,-12.29734259,-15.46801269,-18.877001,1.977,-0.622410776,-3.674,False,Basic Materials
BKI.TO,13685716.0,N/A,-0.90000004,N/A,N/A,N/A,0.402,N/A,N/A,29.28932188,N/A,-0.01,N/A,N/A,-114.9034497,447.1608732,N/A,N/A,N/A,-10.644,False,Basic Materials
EXN.TO,11241200.0,N/A,0.3125,N/A,1.0752689,N/A,0.233,0.35783,N/A,N/A,N/A,-0.3,N/A,-428.091,-45.40787777,-168.53892,N/A,N/A,N/A,-3.658,False,Basic Materials
SAM.TO,10196577.0,N/A,-1.35,0.35995966,0.24021354,N/A,2.361,0.01867,N/A,N/A,N/A,-0.03,N/A,4.1149996,N/A,-4.796990932,5.765,18.308,-38.88034017,3.779,False,Basic Materials
MSV.TO,10069142.0,N/A,4.1250005,N/A,0.2635783,N/A,22.297,0.01782,N/A,-36.77823999,N/A,-0.07,N/A,-11.3079995,-10.1560668,-10.27888236,N/A,N/A,11.28823833,7.951,False,Basic Materials
AMM.TO,8919364.0,N/A,-0.9285714,N/A,2.0312498,N/A,7.47,1.31702,N/A,-97.88329999,N/A,-0.47,N/A,-177.19799,-146.0812026,-244.546934,N/A,N/A,-14.78441237,-3.43,False,Basic Materials
SGLD.TO,7168545.0,N/A,N/A,N/A,0.25210086,N/A,0.541,0.28823,N/A,N/A,N/A,-0.03,N/A,-4.701,-16.68067254,-24.56560088,N/A,N/A,-26.76451209,-17.694,False,Basic Materials
KRN.TO,6660500.0,N/A,N/A,N/A,1.201923,N/A,2.856,N/A,N/A,20.2825184,N/A,-0.03,N/A,-25.871,-18.75693026,-25.18611394,N/A,N/A,-40.69864121,-3.679,False,Basic Materials
ASND.TO,6532434.0,N/A,-0.7,N/A,N/A,N/A,0.046,N/A,N/A,19.08932884,N/A,-0.03,N/A,N/A,-35.19300585,-98.49663038,N/A,N/A,-16.72565914,-11.534,False,Basic Materials
SVB.TO,6868026.0,N/A,N/A,N/A,1.25,N/A,2.042,N/A,N/A,15.91035847,N/A,-0.01,N/A,-2.774,-2.465667855,-2.57058025,N/A,N/A,N/A,-30.942,False,Basic Materials
SCY.TO,5337915.0,N/A,N/A,N/A,3.7499998,N/A,3.119,N/A,N/A,N/A,N/A,N/A,N/A,-17.018999,-11.75760562,-16.15419969,N/A,N/A,N/A,N/A,False,Basic Materials
NCP.TO,4779543.0,N/A,N/A,N/A,0.14412758,N/A,1.513,0.00159,N/A,0.0,N/A,-0.88,N/A,-5.8029998,-3.928674146,-5.408755264,N/A,N/A,N/A,-2.426,False,Basic Materials
AUMN.TO,5098338.0,N/A,-0.55263156,1.8130647,N/A,N/A,0.518,N/A,20.79567832,11.36680053,N/A,-1.06,N/A,-495.476,-110.8853138,-697.9126573,N/A,-76.778,-295.9126953,-0.528,False,Basic Materials
SMC.TO,1958640.0,N/A,N/A,N/A,1.8749999,N/A,1.618,0.14023,N/A,N/A,N/A,-0.01,N/A,-117.275,-75.75771971,-136.5180195,N/A,N/A,N/A,N/A,False,Basic Materials
SGML.V,1712632448.0,102.99999,8.046875,5.8154497,9.626168,N/A,1.046,1.71596,N/A,-104.5311745,N/A,0.15,0.21,6.864,2.52690599,2.766947234,4.1050002,41.673002,-2.717593602,23.509,False,Basic Materials
ARTG.V,2970839552.0,N/A,13.174757,N/A,4.776487,N/A,1.025,0.7468,N/A,-4.663513939,N/A,-0.09,N/A,-3.249,-1.71138289,-2.336790471,N/A,N/A,-14.66122253,-224.252,True,Basic Materials
AFM.V,1327258368.0,17.333334,8.666667,3.8699808,4.094488,5.77,1.064,0.21265,11.38315334,N/A,22.8,0.06,N/A,17.871,10.68818189,13.84489501,16.018999,44.984,1.325113139,8.737,False,Basic Materials
SGD.V,895508032.0,N/A,-40.357143,N/A,12.958716,N/A,7.017,0.00054,N/A,-103.0543185,N/A,-0.18,N/A,-50.017,-38.32242725,-53.70735086,N/A,N/A,-3.640493831,-23.503,False,Basic Materials
VZLA.V,714849792.0,N/A,-89.00001,N/A,2.4010792,N/A,38.896,N/A,N/A,11.42999715,N/A,-0.03,N/A,-1.427,-1.407594356,-1.452558574,N/A,N/A,-2.706400797,-34.882,False,Basic Materials
RML.V,798210368.0,N/A,N/A,N/A,N/A,N/A,0.014,N/A,N/A,0.0,N/A,-0.05,N/A,N/A,-2006.385326,21.64633888,N/A,N/A,N/A,N/A,False,Basic Materials
NFG.V,701561664.0,N/A,-19.722221,N/A,10.056658,N/A,5.069,0.00148,N/A,-11.61013385,N/A,-0.38,N/A,-109.682,-91.02518305,-112.2736019,N/A,N/A,-11.98234324,-8.182,False,Basic Materials
MAU.V,637478592.0,N/A,-92.5,N/A,6.630824,N/A,5.753,0.01114,N/A,-1.86996826,N/A,-0.15,N/A,-48.238,-44.92879171,-49.36778025,N/A,N/A,-2.847826526,-27.051,False,Basic Materials
GRZ.V,554093504.0,N/A,N/A,629.87646,13.452054,N/A,3.864,N/A,N/A,-17.66211414,N/A,-0.35,N/A,-60.152,-51.72864342,-83.99384598,N/A,100.0,N/A,-62.655,False,Basic Materials
CAD.V,456169120.0,N/A,-253.0,N/A,23.425924,N/A,65.166,0.00082,N/A,-49.53487812,N/A,-0.03,N/A,-26.707,-26.54642529,-27.08080706,N/A,N/A,N/A,-91.926,False,Basic Materials
RBX.V,408800768.0,N/A,N/A,2.7101748,1.8754325,N/A,0.921,0.17794,2.747796151,N/A,N/A,-0.53,N/A,-25.476998,-14.32479006,-19.59603904,-32.075,70.457,-1.927150569,4.045,False,Basic Materials
MTA.V,403694720.0,N/A,146.66667,84.366714,1.5976762,N/A,0.815,0.05034,13.50043898,4.090344021,N/A,-0.15,N/A,-3.749,-3.493739395,-3.102838213,-150.825,100.0,-2.731522105,-182.083,False,Basic Materials
AMRQ.V,363435104.0,N/A,37.0,N/A,2.6876514,N/A,1.412,0.25272,N/A,58.3820855,-84.2,-0.1,N/A,-22.604,-18.67395309,-17.99445213,N/A,N/A,-26.71568857,-17.901,False,Basic Materials
SLI.V,350418144.0,N/A,-15.916667,N/A,2.1853547,N/A,1.688,0.00536,N/A,-22.78260149,N/A,-0.33,N/A,-34.475,-32.5641137,-36.22015362,N/A,N/A,-27.62729656,-5.903,False,Basic Materials
OSI.V,345564384.0,N/A,-11.176471,N/A,N/A,N/A,0.54,N/A,N/A,N/A,N/A,-0.32,N/A,N/A,-98.34690166,-140.3180641,N/A,N/A,-8.66055468,-19.518,True,Basic Materials
DV.V,351115840.0,N/A,-37.666668,N/A,3.8175676,N/A,3.053,N/A,N/A,-9.326511393,N/A,-0.09,N/A,-31.259,-28.5742263,-32.59606371,N/A,N/A,-9.35529599,-9.7,False,Basic Materials
OGN.V,312337376.0,155.0,77.5,45.453396,4.769231,N/A,22.103,0.00251,471.4360002,N/A,283.0,0.01,N/A,4.305,4.957817528,4.926777855,38.973,100.0,-0.256889806,143.239,True,Basic Materials
ABRA.V,327283552.0,N/A,-261.0,N/A,8.938356,N/A,24.623,N/A,N/A,-10.66819197,N/A,-0.08,N/A,-37.252,-29.37168628,-45.52856678,N/A,N/A,-5.582651099,-20.466,False,Basic Materials
ATX.V,295815520.0,N/A,-13.0,N/A,N/A,N/A,3.605,N/A,N/A,-14.64106949,N/A,-0.18,N/A,-244.28701,-211.2570468,-441.3306955,N/A,N/A,-13.78551489,-9.558,False,Basic Materials
SFR.V,296771488.0,N/A,N/A,N/A,N/A,N/A,0.024,N/A,N/A,0.0,N/A,-0.02,N/A,N/A,-72.34837237,-93.61341812,N/A,N/A,-4.25362206,-27.537,False,Basic Materials
IFOS.V,293782944.0,N/A,5.1,0.634663,0.9795134,N/A,1.858,0.26665,15.6552065,N/A,-25.4,-0.04,N/A,-1.8609999,-0.77199379,-1.293583991,-1.048,24.723,13.04802665,2.545,True,Basic Materials
EMX.V,282682240.0,N/A,9.96,8.640489,2.4174757,N/A,0.937,0.28758,104.5394195,7.608546286,N/A,-0.03,N/A,-2.1089999,-1.525085206,-1.677672368,-7.44,63.125,4.106018381,24.077,False,Basic Materials
TUD.V,262436832.0,N/A,-56.5,N/A,2.296748,N/A,3.204,0.00214,N/A,19.08932884,N/A,-0.02,N/A,-6.5799996,-5.830612681,-6.547950718,N/A,N/A,-7.490806177,-66.734,False,Basic Materials
REG.V,244331648.0,N/A,N/A,N/A,3.5315316,N/A,22.27,N/A,N/A,11.98882632,N/A,-0.03,N/A,-3.691,-3.606846382,-3.717074925,N/A,N/A,-2.091298313,-62.125,False,Basic Materials
BRVO.V,277679680.0,N/A,-127.5,N/A,4.9804683,N/A,27.082,0.00781,N/A,N/A,N/A,-0.04,N/A,-4.461,-4.335520289,-4.41690194,N/A,N/A,-5.343154559,-64.493,False,Basic Materials
LA.V,243237376.0,39.238094,-74.90909,N/A,3.0620587,N/A,33.135,0.18137,N/A,52.63542434,N/A,0.21,N/A,7.393,5.284483608,6.344043558,N/A,N/A,-3.211298508,-95.55,False,Basic Materials
FWZ.V,236819872.0,N/A,-26.400002,N/A,4.313726,N/A,6.299,0.00989,N/A,-18.9207115,N/A,-0.27,N/A,-81.801003,-63.08657955,-100.2719413,N/A,N/A,-21.92257275,-4.141,False,Basic Materials
MKO.V,238273808.0,6.722223,N/A,2.8143463,5.570903,N/A,1.886,0.23509,162.0738052,N/A,N/A,0.45,N/A,92.528,43.23649347,70.06339219,26.174,61.342,6.914874526,5.963,False,Basic Materials
WRLG.V,234862592.0,N/A,-7.909091,N/A,3.283019,N/A,5.277,0.46596,N/A,-110.6090809,N/A,-0.38,N/A,N/A,-76.25241204,-84.49684078,N/A,N/A,-24.23269099,N/A,False,Basic Materials
ELE.V,226404160.0,N/A,23.199999,16.874426,1.4683543,N/A,11.418,0.12754,23.05954831,29.28932188,N/A,-0.01,N/A,-0.709,-0.861048088,-0.862601831,-11.597,96.779996,0.299547031,48.719,False,Basic Materials
THX.V,226342432.0,4.928571,2.6538463,1.5420345,1.5131578,N/A,0.508,0.13098,N/A,N/A,90.6,0.07,N/A,26.684,15.50169943,27.18234627,22.722,40.074003,19.26356238,3.349,True,Basic Materials
ODV.V,252043280.0,N/A,-16.38889,11.601532,0.45510647,N/A,0.644,0.08454,N/A,-80.11224717,N/A,-2.19,N/A,-28.401,-21.12922871,-28.64784069,N/A,2.619,-31.21424899,-5.164,False,Basic Materials
NOU.V,223982464.0,N/A,-4.5227275,N/A,1.9490695,N/A,1.848,0.15363,N/A,-8.141778813,N/A,-1.0,N/A,-76.984,-49.01399481,-58.73461489,N/A,N/A,-32.65042995,-2.394,False,Basic Materials
RIO.V,200717376.0,N/A,-21.0,N/A,2.451362,N/A,24.964,0.0046,N/A,34.27461892,N/A,-0.04,N/A,-12.476,-8.756046175,-13.3813888,N/A,N/A,-0.733939459,-19.898,True,Basic Materials
NICU.V,219765680.0,N/A,N/A,N/A,11.217391,N/A,1.298,0.00346,N/A,-37.38241738,N/A,-0.07,N/A,-84.050006,-56.84168323,-126.9965192,N/A,N/A,-5.674559172,-13.687,True,Basic Materials
