Ticker,PE Ratio_highlight,Forward P/E_highlight,P/S Ratio_highlight,P/B Ratio_highlight,Dividend Yield (%)_highlight,Current Ratio_highlight,Debt/Equity_highlight,Revenue Growth 4Y (%)_highlight,EPS Growth 4Y (%)_highlight,Forward EPS Growth (%)_highlight,EPS_highlight,PEG Ratio_highlight,ROE (%)_highlight,ROA (%)_highlight,ROIC (%)_highlight,Profit Margin (%)_highlight,Gross Margin (%)_highlight,FCF Yield (%)_highlight,FCF/EV_highlight,EV/EBITDA_highlight
CHE-UN.TO,below,within,below,within,above,below,above,within,within,below,above,within,above,above,above,above,within,above,above,below
AAUC.TO,within,below,within,above,within,below,within,within,within,above,below,within,below,within,below,below,within,within,within,within
PXT.TO,below,below,below,below,above,within,below,within,above,below,above,below,above,above,above,above,above,above,above,below
KEL.TO,above,within,above,within,within,below,below,within,within,below,below,within,within,within,within,within,within,below,below,within
SFTC.TO,within,within,below,within,above,below,within,below,within,below,above,below,within,above,above,above,within,above,above,within
NWH-UN.TO,within,below,below,below,within,below,within,within,within,within,below,within,below,below,below,below,within,above,below,within
DND.TO,within,above,within,within,below,below,above,above,below,within,below,within,below,below,below,below,above,above,above,within
DRM.TO,within,within,below,within,below,within,within,below,within,within,below,within,below,below,below,below,below,within,within,above
ORA.TO,within,below,within,above,above,below,above,within,below,within,below,within,within,above,above,below,within,above,above,within
ALS.TO,above,above,above,within,below,above,within,below,within,above,above,within,above,above,above,above,above,above,above,above
BITF.TO,within,above,above,above,within,above,below,above,below,within,below,within,below,below,below,below,below,below,below,above
LB.TO,within,within,below,below,above,within,within,below,above,below,below,within,below,below,below,below,within,within,within,within
LAS-A.TO,below,below,below,below,within,within,below,below,below,above,above,within,within,above,above,within,within,above,above,below
ZZZ.TO,within,within,within,within,within,within,within,below,below,above,above,below,above,above,above,above,within,above,above,within
CRON.TO,within,within,above,below,within,above,below,above,below,within,above,below,above,above,above,below,below,above,above,within
PD.TO,below,within,below,below,within,within,within,within,within,below,above,within,above,above,above,within,within,above,above,below
CR.TO,within,within,above,below,within,below,below,within,within,below,below,below,below,within,within,above,above,below,within,within
PRL.TO,above,within,within,above,below,above,above,above,above,above,within,within,above,above,above,below,above,below,below,within
PSI.TO,within,within,above,above,within,above,below,within,above,below,above,above,above,above,above,above,within,within,above,within
WELL.TO,below,above,below,below,within,below,within,above,within,within,above,below,above,above,above,above,within,above,above,above
EFX.TO,within,above,below,within,below,within,above,within,within,within,below,within,below,below,below,below,below,above,above,within
HRX.TO,within,within,within,within,within,within,within,below,above,above,within,below,within,above,above,within,below,below,below,within
LAC.TO,within,within,within,within,within,above,below,within,above,within,below,within,above,above,above,within,within,below,below,within
ARIS.TO,above,below,within,below,within,within,within,below,within,above,above,within,above,above,above,within,within,above,above,within
IFP.TO,within,within,below,below,within,within,above,within,within,within,below,within,within,within,within,below,below,above,above,within
MTY.TO,below,within,within,within,within,below,above,above,within,below,above,above,above,within,within,above,above,above,above,within
CAS.TO,within,below,below,below,above,within,within,below,within,below,below,below,below,below,below,below,within,above,above,within
CVG.TO,above,within,above,within,below,above,below,below,within,above,below,within,below,below,below,below,above,above,above,above
CJ.TO,within,within,within,within,above,below,below,within,within,above,within,below,within,above,above,above,within,above,above,below
ADEN.TO,below,below,below,below,within,above,within,above,below,above,above,within,within,within,within,below,within,above,above,within
FSZ.TO,within,within,below,above,above,within,above,below,within,below,below,above,above,above,within,below,above,above,above,within
CMG.TO,within,within,above,above,within,within,within,within,within,below,above,above,above,above,above,above,above,above,above,above
FCU.TO,within,within,within,within,within,above,below,within,within,within,below,within,below,below,below,within,within,below,below,within
CF.TO,within,within,below,within,within,within,within,below,within,within,below,below,below,below,below,below,within,above,above,within
TKO.TO,within,within,below,within,within,within,above,above,within,within,above,below,above,above,above,above,within,above,above,within
SOY.TO,within,above,within,above,within,within,above,below,within,within,below,within,below,below,below,below,below,below,below,above
CPLF.TO,within,within,above,above,within,above,below,above,below,within,below,below,below,below,below,below,above,below,below,within
GCG-A.TO,within,above,above,within,within,below,below,below,above,within,above,above,below,above,within,within,within,above,above,within
RUP.TO,within,within,within,above,within,above,below,within,above,within,within,within,above,above,above,within,within,above,above,within
GCG.TO,within,above,above,within,within,below,below,below,above,within,above,within,below,above,within,within,within,above,above,within
PPTA.TO,within,within,within,above,within,below,below,within,above,within,below,within,within,within,below,within,within,above,above,within
SFC.TO,below,below,below,within,above,within,within,below,within,within,above,within,above,above,above,within,within,within,within,within
AFN.TO,above,below,below,within,within,within,above,within,within,within,within,below,within,below,below,below,within,above,above,below
ET.TO,below,below,below,within,above,within,below,within,above,below,above,below,above,above,above,above,within,above,above,below
TCW.TO,below,within,below,within,within,above,below,within,within,above,below,below,above,above,above,within,below,above,above,below
SGR-UN.TO,below,below,within,within,above,below,within,above,below,below,above,within,above,within,within,above,within,above,above,within
AX-UN.TO,within,within,within,below,above,below,within,below,within,within,below,within,below,below,below,below,below,above,within,above
GDI.TO,above,above,below,below,within,within,above,above,below,above,below,within,below,below,below,below,below,above,above,within
AOI.TO,within,within,below,below,within,above,below,within,within,below,below,within,below,below,below,within,within,below,below,above
MRE.TO,below,below,below,below,within,within,within,within,within,below,above,below,above,within,above,within,below,above,above,below
SEC.TO,within,within,above,below,within,within,within,below,below,within,below,within,below,below,below,below,above,within,within,within
MATR.TO,above,within,below,within,within,above,within,below,within,below,below,below,below,below,within,below,below,below,within,within
LAAC.TO,within,within,within,below,within,below,within,within,within,below,within,within,above,above,above,within,within,above,above,within
EXE.TO,below,within,below,above,above,below,above,below,below,above,above,within,above,above,above,above,below,above,above,within
TPX-B.TO,below,within,above,below,within,below,within,within,within,within,above,within,below,within,within,below,within,above,above,above
MUX.TO,below,above,above,within,within,within,below,above,within,within,above,within,above,above,above,above,within,above,above,above
DTOL.TO,above,within,within,above,within,below,below,within,above,within,above,within,above,above,above,above,above,above,above,within
CUP-U.TO,within,within,within,within,above,within,within,above,within,within,below,within,above,above,above,within,within,above,above,within
DBM.TO,below,below,below,below,above,above,above,within,below,below,below,within,within,within,within,below,below,within,below,within
WEED.TO,within,within,below,below,within,below,above,below,above,within,below,within,below,within,below,below,below,below,below,within
RSI.TO,within,within,below,within,above,within,within,within,above,below,below,within,above,within,within,within,below,below,below,within
MKP.TO,below,within,above,within,above,within,above,above,below,above,within,within,above,within,above,above,within,within,below,within
MDI.TO,within,within,below,within,within,within,below,above,above,below,above,above,above,above,above,above,within,above,above,below
MRG-UN.TO,below,below,below,below,within,below,within,within,below,below,above,within,above,above,above,above,within,within,within,within
TF.TO,within,within,above,within,above,above,above,above,above,below,below,within,within,above,within,above,within,within,within,within
FEC.TO,below,below,below,below,below,within,below,within,within,within,above,within,within,within,within,within,within,above,above,below
KEC.TO,above,below,within,below,within,below,below,above,within,within,below,within,below,below,below,below,within,below,within,within
VNP.TO,above,above,within,above,within,above,above,within,above,below,above,above,above,above,above,above,within,above,above,above
